NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Butch Beard, NYK, PG,28,60, , 24.2,3.2,6.8, .475, ,,, 3.2, 6.8,.475,.475, 2.0,2.6,.755, 1.5,3.0,4.5,2.9, 1.2, 0.1,,3.0, 8.4
Ron Behagen, NOJ, PF,25,66, , 26.3,4.7,10.5, .446, ,,, 4.7, 10.5,.446,.446, 2.2,2.7,.804, 2.9,5.5,8.4,2.1, 1.0, 0.4,,3.4, 11.5
Dennis Bell, NYK, SF,24,10, , 7.6,0.8,2.1, .381, ,,, 0.8, 2.1,.381,.381, 0.3,0.7,.429, 0.4,1.0,1.4,0.3, 0.6, 0.1,,1.1, 1.9
Leon Benbow, CHI, SG,25,76, , 20.9,2.9,7.3, .397, ,,, 2.9, 7.3,.397,.397, 1.4,1.8,.750, 0.9,1.5,2.3,2.1, 0.8, 0.1,,2.4, 7.1
Henry Bibby, NOJ, PG,26,79, , 22.4,3.4,7.9, .428, ,,, 3.4, 7.9,.428,.428, 2.5,3.2,.797, 0.7,1.5,2.3,2.8, 0.8, 0.0,,2.1, 9.3
Bob Bigelow, KCK, SF,22,31, , 5.3,0.5,1.5, .340, ,,, 0.5, 1.5,.340,.340, 0.8,1.1,.727, 0.3,0.6,0.9,0.3, 0.1, 0.0,,0.6, 1.8
Dave Bing*, WSB, PG,32,82, , 35.9,6.1,13.6, .447, ,,, 6.1, 13.6,.447,.447, 4.0,5.1,.787, 1.1,1.7,2.9,6.0, 1.4, 0.3,,3.2, 16.2
John Block, CHI, PF,31,2, , 3.5,1.0,2.0, .500, ,,, 1.0, 2.0,.500,.500, 0.0,1.0,.000, 0.0,1.0,1.0,0.0, 0.5, 0.0,,1.0, 2.0
Tom Boerwinkle, CHI, C,30,74, , 27.6,3.6,7.2, .500, ,,, 3.6, 7.2,.500,.500, 1.6,2.4,.667, 3.6,7.1,10.7,3.8, 0.6, 0.7,,3.6, 8.8
Tom Boswell, BOS, PF,22,35, , 7.9,1.2,2.7, .441, ,,, 1.2, 2.7,.441,.441, 0.4,0.7,.583, 0.7,1.3,2.0,0.5, 0.1, 0.0,,2.0, 2.7
Freddie Boyd, TOT, SG-PG,25,36, , 17.1,2.1,4.8, .433, ,,, 2.1, 4.8,.433,.433, 0.8,1.4,.569, 0.1,0.8,0.9,2.2, 0.8, 0.2,,1.6, 4.9
Freddie Boyd, PHI, PG,25,6, , 5.5,0.3,1.0, .333, ,,, 0.3, 1.0,.333,.333, 0.2,0.3,.500, 0.0,0.3,0.3,0.3, 0.2, 0.0,,0.8, 0.8
Freddie Boyd, NOJ, SG,25,30, , 19.5,2.4,5.5, .436, ,,, 2.4, 5.5,.436,.436, 0.9,1.6,.571, 0.1,0.9,1.0,2.6, 0.9, 0.2,,1.8, 5.7
Bill Bradley*, NYK, SF,32,82, , 33.0,4.8,11.0, .433, ,,, 4.8, 11.0,.433,.433, 1.6,1.8,.878, 0.6,2.3,2.9,3.0, 0.8, 0.2,,3.1, 11.1
Jim Brewer, CLE, PF,24,82, , 35.5,4.9,10.7, .458, ,,, 4.9, 10.7,.458,.458, 1.7,2.6,.654, 3.6,7.2,10.9,2.5, 1.1, 1.1,,2.6, 11.5
Junior Bridgeman, MIL, SF,22,81, , 20.3,3.5,8.0, .439, ,,, 3.5, 8.0,.439,.439, 1.6,2.0,.795, 1.4,2.2,3.6,1.9, 0.6, 0.3,,2.9, 8.6
Gary Brokaw, MIL, SG,22,75, , 19.6,3.2,6.9, .457, ,,, 3.2, 6.9,.457,.457, 2.1,3.0,.700, 0.3,1.3,1.7,3.3, 0.5, 0.2,,1.8, 8.4
Fred Brown, SEA, SG,27,76, , 33.1,9.8,20.0, .488, ,,, 9.8, 20.0,.488,.488, 3.6,4.1,.869, 1.5,2.7,4.2,2.7, 1.9, 0.2,,2.4, 23.1
John Brown, ATL, PF,24,75, , 23.4,2.9,6.5, .442, ,,, 2.9, 6.5,.442,.442, 2.2,2.8,.775, 1.9,3.4,5.4,1.7, 0.6, 0.2,,3.1, 7.9
Roger Brown, DET, C,25,29, , 15.7,1.0,2.5, .403, ,,, 1.0, 2.5,.403,.403, 0.5,0.6,.778, 1.6,2.9,4.5,0.4, 0.2, 0.9,,2.6, 2.5
Joe Bryant, PHI, PF,21,75, , 16.0,3.1,7.4, .422, ,,, 3.1, 7.4,.422,.422, 1.2,2.0,.626, 1.3,2.4,3.7,0.8, 0.6, 0.3,,2.2, 7.4
Tom Burleson, SEA, C,23,82, , 32.3,6.0,12.6, .481, ,,, 6.0, 12.6,.481,.481, 3.5,4.7,.750, 3.1,5.9,9.0,2.2, 0.9, 1.8,,3.3, 15.6
Corky Calhoun, LAL, SF,25,76, , 23.9,2.3,4.8, .467, ,,, 2.3, 4.8,.467,.467, 0.9,1.1,.783, 1.5,2.9,4.5,1.1, 0.8, 0.5,,2.8, 5.4
Al Carlson, SEA, C,24,28, , 10.0,1.0,2.8, .342, ,,, 1.0, 2.8,.342,.342, 0.6,1.0,.621, 1.1,1.5,2.6,0.5, 0.3, 0.4,,1.4, 2.6
Austin Carr, CLE, SG,27,65, , 19.7,4.2,9.6, .442, ,,, 4.2, 9.6,.442,.442, 1.6,2.1,.791, 1.0,1.0,2.0,1.9, 0.6, 0.0,,1.4, 10.1
Fred Carter, PHI, PG,30,82, , 36.5,8.1,19.4, .417, ,,, 8.1, 19.4,.417,.417, 2.7,3.8,.702, 1.4,2.3,3.6,4.5, 1.7, 0.2,,3.5, 18.9
Harvey Catchings, PHI, C,24,75, , 23.1,1.4,3.2, .426, ,,, 1.4, 3.2,.426,.426, 0.8,1.3,.604, 2.5,4.4,6.9,0.8, 0.3, 2.2,,3.5, 3.5
Ken Charles, BUF, SG,24,81, , 27.7,4.0,8.9, .456, ,,, 4.0, 8.9,.456,.456, 2.0,2.5,.785, 0.7,2.0,2.7,2.5, 1.5, 0.6,,3.2, 10.1
Phil Chenier, WSB, SG,25,80, , 36.9,8.2,16.9, .483, ,,, 8.2, 16.9,.483,.483, 3.5,4.3,.827, 1.1,3.0,4.0,3.2, 2.0, 0.6,,2.3, 19.9
Jim Chones, CLE, C,26,82, , 33.4,6.9,15.3, .448, ,,, 6.9, 15.3,.448,.448, 2.1,3.2,.662, 2.4,6.6,9.0,2.0, 0.5, 1.1,,2.9, 15.8
Archie Clark, DET, SG,34,79, , 20.1,3.2,7.3, .433, ,,, 3.2, 7.3,.433,.433, 1.3,1.5,.862, 0.3,1.4,1.7,2.8, 0.8, 0.1,,2.0, 7.6
Jim Cleamons, CLE, PG,26,82, , 34.6,5.0,10.8, .466, ,,, 5.0, 10.8,.466,.466, 2.1,2.7,.798, 1.5,2.8,4.3,5.2, 1.5, 0.2,,2.6, 12.2
Barry Clemens, POR, SF,32,49, , 9.0,1.4,2.9, .490, ,,, 1.4, 2.9,.490,.490, 0.6,0.7,.886, 0.6,0.9,1.4,0.7, 0.6, 0.1,,1.2, 3.5
E.C. Coleman, NOJ, PF,25,67, , 27.6,3.2,7.1, .451, ,,, 3.2, 7.1,.451,.451, 0.9,1.3,.663, 1.9,4.4,6.3,1.3, 0.8, 0.4,,3.4, 7.3
Doug Collins, PHI, SG,24,77, , 38.9,8.0,15.5, .513, ,,, 8.0, 15.5,.513,.513, 4.8,5.8,.836, 1.6,2.4,4.0,2.5, 1.4, 0.3,,3.2, 20.8
Mel Counts, NOJ, C,34,30, , 10.6,1.2,3.0, .407, ,,, 1.2, 3.0,.407,.407, 0.5,0.7,.762, 0.9,2.4,3.3,1.3, 0.5, 0.3,,2.5, 3.0
Dave Cowens*, BOS, C,27,78, , 39.8,7.8,16.7, .468, ,,, 7.8, 16.7,.468,.468, 3.3,4.4,.756, 4.3,11.7,16.0,4.2, 1.2, 0.9,,4.0, 19.0
Jim Creighton, ATL, SF,25,32, , 5.4,0.4,1.3, .279, ,,, 0.4, 1.3,.279,.279, 0.2,0.5,.438, 0.4,1.0,1.4,0.1, 0.1, 0.3,,0.7, 1.0
Billy Cunningham*, PHI, SF,32,20, , 32.0,5.2,12.6, .410, ,,, 5.2, 12.6,.410,.410, 3.4,4.4,.773, 1.5,5.9,7.4,5.4, 1.2, 0.5,,2.9, 13.7
Mike D'Antoni, KCK, SG,24,9, , 11.2,0.8,3.0, .259, ,,, 0.8, 3.0,.259,.259, 0.2,0.2,1.000, 0.4,1.1,1.6,1.8, 1.1, 0.0,,2.0, 1.8
Bob Dandridge, MIL, SF,28,73, , 37.5,8.9,17.8, .502, ,,, 8.9, 17.8,.502,.502, 3.7,4.5,.824, 2.3,5.1,7.4,2.8, 1.5, 0.5,,3.6, 21.5
Dwight Davis, GSW, PF,26,72, , 12.0,1.5,3.7, .413, ,,, 1.5, 3.7,.413,.413, 1.1,1.6,.690, 1.2,1.9,3.1,0.6, 0.3, 0.4,,2.0, 4.2
Mel Davis, NYK, PF,25,42, , 9.7,1.8,4.6, .394, ,,, 1.8, 4.6,.394,.394, 0.5,0.7,.759, 1.0,2.5,3.5,0.7, 0.4, 0.1,,1.3, 4.1
Mickey Davis, MIL, SF,25,45, , 9.1,1.2,3.4, .362, ,,, 1.2, 3.4,.362,.362, 1.1,1.4,.794, 0.6,1.3,1.9,0.8, 0.3, 0.0,,0.8, 3.6
Darryl Dawkins, PHI, C,19,37, , 4.5,1.1,2.2, .500, ,,, 1.1, 2.2,.500,.500, 0.2,0.6,.333, 0.4,0.9,1.3,0.1, 0.1, 0.2,,1.1, 2.4
Rod Derline, SEA, SG,23,49, , 6.9,1.5,3.7, .403, ,,, 1.5, 3.7,.403,.403, 0.9,1.1,.804, 0.2,0.4,0.6,0.5, 0.2, 0.0,,0.4, 3.9
Henry Dickerson, DET, SG,24,17, , 6.6,0.5,1.7, .310, ,,, 0.5, 1.7,.310,.310, 0.6,0.9,.625, 0.2,0.0,0.2,0.5, 0.1, 0.1,,1.0, 1.6
Derrek Dickey, GSW, PF,24,79, , 15.3,2.8,6.0, .465, ,,, 2.8, 6.0,.465,.465, 0.8,1.0,.785, 1.4,3.0,4.4,1.1, 0.3, 0.1,,1.8, 6.4
Ernie DiGregorio, BUF, PG,25,67, , 20.4,2.7,7.1, .384, ,,, 2.7, 7.1,.384,.384, 1.3,1.4,.915, 0.2,1.4,1.7,4.0, 0.6, 0.0,,2.4, 6.7
John Drew, ATL, SF,21,77, , 30.5,7.6,15.2, .502, ,,, 7.6, 15.2,.502,.502, 6.3,8.5,.744, 3.7,4.9,8.6,1.9, 1.8, 0.4,,3.4, 21.6
Charles Dudley, GSW, PG,25,82, , 17.8,2.2,4.2, .528, ,,, 2.2, 4.2,.528,.528, 1.9,3.0,.641, 1.4,1.9,3.3,2.9, 0.9, 0.0,,2.1, 6.4
Dennis DuVal, ATL, PG,23,13, , 10.0,1.2,3.3, .349, ,,, 1.2, 3.3,.349,.349, 0.5,0.7,.667, 0.1,0.5,0.6,1.5, 0.5, 0.2,,1.2, 2.8
Al Eberhard, DET, SF,23,81, , 25.5,3.5,8.4, .414, ,,, 3.5, 8.4,.414,.414, 2.4,2.8,.834, 1.7,3.1,4.8,1.0, 1.1, 0.2,,3.1, 9.3
Leroy Ellis, PHI, C,35,29, , 16.9,2.1,4.6, .462, ,,, 2.1, 4.6,.462,.462, 0.6,1.0,.607, 1.6,2.6,4.2,0.7, 0.6, 0.3,,2.1, 4.8
Keith Erickson, PHO, SF,31,74, , 25.0,4.1,8.8, .470, ,,, 4.1, 8.8,.470,.470, 1.8,2.1,.854, 1.4,3.1,4.5,2.5, 1.1, 0.1,,2.6, 10.1
Eric Fernsten, TOT, C,22,37, , 7.2,0.9,2.3, .384, ,,, 0.9, 2.3,.384,.384, 0.7,1.0,.703, 0.7,1.2,1.9,0.5, 0.2, 0.4,,0.6, 2.5
Eric Fernsten, CLE, C,22,4, , 2.3,0.0,0.5, .000, ,,, 0.0, 0.5,.000,.000, 0.0,0.0,, 0.0,0.3,0.3,0.0, 0.0, 0.0,,0.3, 0.0
Eric Fernsten, CHI, C,22,33, , 7.8,1.0,2.5, .393, ,,, 1.0, 2.5,.393,.393, 0.8,1.1,.703, 0.8,1.3,2.1,0.6, 0.2, 0.4,,0.6, 2.8
Larry Fogle, NYK, SG,22,2, , 7.0,0.5,2.5, .200, ,,, 0.5, 2.5,.200,.200, 0.0,0.0,, 0.5,1.0,1.5,0.0, 0.5, 0.0,,2.0, 1.0
Chris Ford, DET, SG,27,82, , 26.8,3.7,8.6, .426, ,,, 3.7, 8.6,.426,.426, 1.0,1.4,.722, 1.0,2.6,3.5,3.3, 2.2, 0.3,,2.7, 8.4
Don Ford, LAL, SF,23,76, , 24.2,4.1,9.3, .438, ,,, 4.1, 9.3,.438,.438, 1.4,1.8,.748, 1.6,2.8,4.4,1.5, 0.7, 0.2,,2.4, 9.6
Jim Fox, MIL, C,32,70, , 13.1,1.5,2.9, .517, ,,, 1.5, 2.9,.517,.517, 0.9,1.1,.785, 1.2,2.2,3.4,0.6, 0.4, 0.2,,1.8, 3.9
Walt Frazier*, NYK, PG,30,59, , 41.1,8.0,16.4, .485, ,,, 8.0, 16.4,.485,.485, 3.2,3.8,.823, 1.3,5.4,6.8,5.9, 1.8, 0.2,,2.8, 19.1
World B. Free, PHI, SG,22,71, , 15.8,3.4,7.5, .448, ,,, 3.4, 7.5,.448,.448, 1.6,2.6,.602, 0.9,0.9,1.8,1.5, 0.5, 0.1,,1.5, 8.3
Donnie Freeman, LAL, SG,31,64, , 23.1,4.1,9.5, .434, ,,, 4.1, 9.5,.434,.434, 2.5,3.1,.819, 1.1,1.7,2.8,2.7, 0.9, 0.2,,2.5, 10.8
Rowland Garrett, TOT, SF,25,55, , 9.8,2.0,4.7, .419, ,,, 2.0, 4.7,.419,.419, 1.0,1.2,.815, 0.8,1.3,2.1,0.3, 0.5, 0.1,,1.2, 4.9
Rowland Garrett, CHI, SF,25,14, , 23.1,4.1,9.4, .435, ,,, 4.1, 9.4,.435,.435, 2.7,3.1,.864, 1.9,3.4,5.4,0.5, 0.6, 0.3,,2.3, 10.9
Rowland Garrett, CLE, SF,25,41, , 5.3,1.2,3.1, .402, ,,, 1.2, 3.1,.402,.402, 0.4,0.5,.714, 0.4,0.6,1.0,0.2, 0.4, 0.1,,0.9, 2.9
John Gianelli, NYK, C,25,82, , 28.4,4.0,8.4, .473, ,,, 4.0, 8.4,.473,.473, 1.4,2.0,.713, 2.3,4.5,6.7,1.4, 0.3, 0.8,,2.4, 9.3
Dick Gibbs, BUF, SF,27,72, , 12.0,1.8,4.2, .429, ,,, 1.8, 4.2,.429,.429, 1.1,1.3,.828, 0.6,0.9,1.5,0.7, 0.2, 0.2,,1.8, 4.7
Herm Gilliam, SEA, SG,29,81, , 20.3,3.7,8.3, .442, ,,, 3.7, 8.3,.442,.442, 1.1,1.4,.776, 0.7,2.0,2.7,2.5, 1.0, 0.1,,1.7, 8.5
Gail Goodrich*, LAL, SG,32,75, , 35.3,7.8,17.6, .441, ,,, 7.8, 17.6,.441,.441, 3.9,4.6,.847, 1.3,1.6,2.9,5.6, 1.6, 0.2,,3.2, 19.5
Leonard Gray, SEA, PF,24,66, , 32.4,6.0,12.6, .474, ,,, 6.0, 12.6,.474,.474, 1.9,2.6,.746, 1.7,4.4,6.0,3.1, 1.1, 0.5,,3.9, 13.8
Kevin Grevey, WSB, SF,22,56, , 9.0,1.4,3.8, .371, ,,, 1.4, 3.8,.371,.371, 0.9,1.0,.897, 0.4,0.6,1.1,0.5, 0.2, 0.1,,1.2, 3.8
Bob Gross, POR, SF,22,76, , 19.4,2.8,5.3, .523, ,,, 2.8, 5.3,.523,.523, 1.3,1.9,.683, 1.8,2.2,4.0,2.1, 1.2, 0.6,,2.4, 6.8
Matt Guokas, TOT, SG,31,56, , 14.2,1.3,3.1, .422, ,,, 1.3, 3.1,.422,.422, 0.3,0.5,.667, 0.4,0.7,1.1,1.3, 0.3, 0.1,,1.4, 2.9
Matt Guokas, CHI, SG,31,18, , 15.4,2.0,4.1, .486, ,,, 2.0, 4.1,.486,.486, 0.5,0.6,.818, 0.2,0.7,0.9,1.6, 0.3, 0.1,,1.3, 4.5
Matt Guokas, KCK, SG,31,38, , 13.6,1.0,2.6, .374, ,,, 1.0, 2.6,.374,.374, 0.2,0.4,.563, 0.5,0.8,1.2,1.1, 0.3, 0.1,,1.4, 2.2
Lindsay Hairston, DET, SF,24,47, , 13.9,2.2,4.9, .456, ,,, 2.2, 4.9,.456,.456, 1.4,2.4,.580, 1.4,2.4,3.8,0.4, 0.4, 0.7,,1.8, 5.8
Glenn Hansen, KCK, SG,23,66, , 17.3,2.6,6.4, .412, ,,, 2.6, 6.4,.412,.412, 1.3,1.8,.726, 1.2,1.7,2.8,1.0, 0.7, 0.2,,2.2, 6.5
Clem Haskins, WSB, SG,32,55, , 13.4,2.7,4.9, .550, ,,, 2.7, 4.9,.550,.550, 1.0,1.2,.831, 0.2,0.8,1.0,1.3, 0.4, 0.1,,1.4, 6.4
John Havlicek*, BOS, SF,35,76, , 34.2,6.6,14.8, .450, ,,, 6.6, 14.8,.450,.450, 3.7,4.4,.844, 1.5,2.6,4.1,3.7, 1.3, 0.4,,2.7, 17.0
Steve Hawes, TOT, C,25,72, , 19.6,2.8,5.6, .494, ,,, 2.8, 5.6,.494,.494, 1.2,1.7,.725, 2.4,4.5,6.9,1.6, 0.6, 0.3,,2.3, 6.7
Steve Hawes, HOU, C,25,6, , 8.5,0.8,2.2, .385, ,,, 0.8, 2.2,.385,.385, 0.0,0.0,, 0.8,2.2,3.0,1.7, 0.0, 0.0,,1.0, 1.7
Steve Hawes, POR, C,25,66, , 20.6,2.9,5.9, .497, ,,, 2.9, 5.9,.497,.497, 1.3,1.8,.725, 2.5,4.7,7.3,1.6, 0.7, 0.4,,2.5, 7.2
Bubbles Hawkins, GSW, SG,21,32, , 4.8,1.7,3.3, .510, ,,, 1.7, 3.3,.510,.510, 0.6,1.0,.645, 0.5,0.4,0.9,0.5, 0.3, 0.3,,1.0, 3.9
Connie Hawkins*, ATL, PF,33,74, , 25.8,3.2,7.2, .447, ,,, 3.2, 7.2,.447,.447, 1.8,2.6,.712, 1.4,4.6,6.0,2.9, 1.1, 0.6,,2.3, 8.2
Nate Hawthorne, PHO, SG,26,79, , 14.5,2.3,5.4, .430, ,,, 2.3, 5.4,.430,.430, 1.5,2.2,.676, 1.1,1.6,2.6,0.6, 0.4, 0.2,,1.9, 6.1
Elvin Hayes*, WSB, PF,30,80, , 37.2,8.1,17.3, .470, ,,, 8.1, 17.3,.470,.470, 3.6,5.7,.628, 2.6,8.4,11.0,1.5, 1.3, 2.5,,3.7, 19.8
Spencer Haywood*, NYK, PF,26,78, , 37.1,7.8,17.4, .445, ,,, 7.8, 17.4,.445,.445, 4.3,5.7,.757, 3.0,8.3,11.3,1.2, 0.7, 1.0,,3.3, 19.9
Gar Heard, TOT, PF,27,86, , 31.9,4.6,10.5, .435, ,,, 4.6, 10.5,.435,.435, 1.8,2.9,.637, 2.9,7.2,10.1,2.2, 1.4, 1.1,,3.5, 11.0
Gar Heard, BUF, PF,27,50, , 30.5,4.1,9.8, .421, ,,, 4.1, 9.8,.421,.421, 1.6,2.7,.607, 2.8,7.5,10.2,2.5, 1.3, 1.1,,3.7, 9.9
Gar Heard, PHO, PF,27,36, , 33.9,5.1,11.4, .452, ,,, 5.1, 11.4,.452,.452, 2.1,3.1,.673, 3.0,6.9,9.9,1.8, 1.4, 1.1,,3.3, 12.4
Tom Henderson, ATL, PG,24,81, , 35.8,5.8,14.0, .413, ,,, 5.8, 14.0,.413,.413, 2.7,3.8,.708, 0.7,2.6,3.3,4.6, 1.7, 0.1,,2.4, 14.2
Wilbur Holland, ATL, SG,24,33, , 10.6,2.6,6.5, .399, ,,, 2.6, 6.5,.399,.399, 0.7,1.0,.647, 0.5,0.8,1.2,0.8, 0.6, 0.1,,1.5, 5.8
Lionel Hollins, POR, PG,22,74, , 25.6,4.2,10.0, .421, ,,, 4.2, 10.0,.421,.421, 2.4,3.3,.721, 0.5,1.8,2.4,4.1, 1.8, 0.4,,3.2, 10.8
Lou Hudson, ATL, SG,31,81, , 31.6,7.0,14.9, .472, ,,, 7.0, 14.9,.472,.472, 2.9,3.6,.814, 1.3,2.4,3.7,2.6, 1.5, 0.2,,3.0, 17.0
John Hummer, SEA, PF,27,29, , 12.6,1.1,2.3, .478, ,,, 1.1, 2.3,.478,.478, 0.6,1.4,.415, 0.7,1.9,2.7,0.9, 0.2, 0.3,,2.4, 2.8
Phil Jackson*, NYK, PF,30,80, , 18.3,2.3,4.8, .478, ,,, 2.3, 4.8,.478,.478, 1.4,1.9,.733, 1.0,3.3,4.3,1.3, 0.5, 0.3,,3.4, 6.0
Aaron James, NOJ, SF,23,75, , 17.9,3.5,7.9, .441, ,,, 3.5, 7.9,.441,.441, 2.0,2.7,.750, 1.2,2.1,3.3,0.8, 0.4, 0.1,,2.3, 9.0
Charles Johnson, GSW, PG,26,81, , 19.1,4.2,9.0, .467, ,,, 4.2, 9.0,.467,.467, 0.7,1.0,.759, 1.0,1.5,2.5,1.5, 1.2, 0.1,,2.2, 9.2
George Johnson, GSW, C,27,82, , 21.3,2.0,4.2, .484, ,,, 2.0, 4.2,.484,.484, 0.9,1.3,.673, 2.4,5.2,7.6,1.0, 0.6, 2.1,,3.4, 4.9
John Johnson, TOT, SF,28,76, , 22.3,4.2,9.2, .453, ,,, 4.2, 9.2,.453,.453, 1.6,2.0,.774, 1.2,3.1,4.4,2.9, 0.8, 0.5,,2.6, 9.9
John Johnson, POR, SF,28,9, , 23.6,4.6,9.8, .466, ,,, 4.6, 9.8,.466,.466, 2.6,3.0,.852, 1.4,3.0,4.4,2.2, 0.8, 0.9,,3.4, 11.7
John Johnson, HOU, SF,28,67, , 22.2,4.1,9.1, .452, ,,, 4.1, 9.1,.452,.452, 1.4,1.9,.758, 1.2,3.1,4.4,2.9, 0.7, 0.4,,2.4, 9.7
Mickey Johnson, CHI, PF,23,81, , 29.5,5.9,12.8, .463, ,,, 5.9, 12.8,.463,.463, 3.5,4.4,.786, 3.4,5.9,9.4,1.6, 1.1, 0.8,,3.6, 15.3
Ollie Johnson, KCK, SF,26,81, , 26.5,4.3,8.4, .513, ,,, 4.3, 8.4,.513,.513, 1.5,1.8,.839, 1.4,3.0,4.4,1.8, 0.8, 0.5,,2.7, 10.1
Dwight Jones, ATL, C,23,66, , 26.7,3.8,8.2, .463, ,,, 3.8, 8.2,.463,.463, 2.5,3.3,.744, 2.6,5.3,7.9,1.3, 0.8, 0.9,,3.2, 10.1
Jimmy Jones, WSB, PG,31,64, , 17.7,2.4,4.8, .497, ,,, 2.4, 4.8,.497,.497, 1.1,1.5,.766, 0.5,1.5,2.0,1.9, 0.5, 0.1,,2.0, 5.9
Steve Jones, POR, SG,33,64, , 12.8,2.6,5.9, .442, ,,, 2.6, 5.9,.442,.442, 1.2,1.5,.830, 0.2,1.0,1.2,1.0, 0.3, 0.1,,1.5, 6.5
Wali Jones, TOT, PG,33,17, , 10.4,1.4,2.9, .469, ,,, 1.4, 2.9,.469,.469, 0.5,0.8,.692, 0.0,0.5,0.5,1.9, 0.4, 0.0,,1.6, 3.2
Wali Jones, DET, PG,33,1, , 19.0,4.0,11.0, .364, ,,, 4.0, 11.0,.364,.364, 0.0,0.0,, 0.0,0.0,0.0,2.0, 2.0, 0.0,,2.0, 8.0
